Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1953-54,24,MLH,NBA,SG,68,0,2232,254,748,.340,0,0,0,254,748,.340,.340,252,337,.748,0,0,225,187,0,0,0,263,760
1954-55,25,MNL,NBA,SG,45,0,404,33,133,.248,0,0,0,33,133,.248,.248,48,73,.658,0,0,56,37,0,0,0,57,114
