Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1975-76,24,DET,NBA,SG,17,0,112,9,29,.310,0,0,0,9,29,.310,.310,10,16,.625,3,0,3,8,2,1,0,17,28
1976-77,25,ATL,NBA,PG,6,0,63,6,12,.500,0,0,0,6,12,.500,.500,5,8,.625,0,2,2,11,1,0,0,13,17
