Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1992-93,22,NYK,NBA,PF,16,0,44,5,18,.278,0,0,0,5,18,.278,.278,11,13,.846,6,8,14,3,3,1,5,14,21
1993-94,23,NYK,NBA,PF,11,0,39,7,17,.412,2,2,1.000,5,15,.333,.471,5,14,.357,6,11,17,2,0,1,2,9,21
