Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1981-82,23,SDC,NBA,SG,63,19,1027,165,364,.453,9,32,.281,156,332,.470,.466,61,84,.726,61,59,120,156,49,13,83,123,400
1982-83,24,SDC,NBA,SG,58,0,466,91,213,.427,3,13,.231,88,200,.440,.434,34,43,.791,33,29,62,66,26,9,43,79,219
