Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1999-00,23,TOR,NBA,C,3,0,24,2,7,.286,0,0,0,2,7,.286,.286,3,6,.500,2,6,8,1,2,1,5,5,7
2000-01,24,Did Not Play
2001-02,25,"Did Not Play(other pro leagueSlovenia, Italy)"
2002-03,26,Did Not Play(other pro leagueGermany)
2003-04,27,Did Not Play(other pro leagueGreece)
2004-05,28,UTA,NBA,C,12,6,128,6,19,.316,0,0,0,6,19,.316,.316,7,10,.700,9,19,28,6,0,2,15,32,19
