Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1962-63,23,CHZ,NBA,SG,39,0,589,92,237,.388,0,0,0,92,237,.388,.388,48,66,.727,0,0,67,84,0,0,0,86,232
1963-64,24,Did Not Play
1964-65,25,Did Not Play
1965-66,26,Did Not Play
1966-67,27,Did Not Play
1967-68,28,NJA,ABA,PG,76,0,1555,273,679,.402,9,32,.281,264,647,.408,.409,176,213,.826,0,0,193,155,0,0,142,188,731
