Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1953-54,24,BLB,NBA,SG,23,0,268,33,94,.351,0,0,0,33,94,.351,.351,20,22,.909,0,0,31,26,0,0,0,42,86
