Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1990-91,25,UTA,NBA,SF,47,15,470,50,124,.403,12,32,.375,38,92,.413,.452,25,33,.758,32,35,67,31,14,2,24,58,137
1991-92,26,Did Not Play(other pro leagueItaly)
1992-93,27,Did Not Play(other pro leagueCBA)
1993-94,28,Did Not Play(other pro leagueSpain)
1994-95,29,Did Not Play(other pro leagueSpain)
1995-96,30,UTA,NBA,SF,13,0,53,8,22,.364,3,12,.250,5,10,.500,.432,3,4,.750,0,6,6,1,0,0,2,12,22
