Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1950-51,22,TOT,NBA,0,12,0,0,8,38,.211,0,0,0,8,38,.211,.211,6,9,.667,0,0,25,3,0,0,0,14,22
1950-51,22,MNL,NBA,0,11,0,0,8,35,.229,0,0,0,8,35,.229,.229,6,9,.667,0,0,25,2,0,0,0,14,22
1950-51,22,TRI,NBA,0,1,0,0,0,3,.000,0,0,0,0,3,.000,.000,0,0,0,0,0,0,1,0,0,0,0,0
