Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1948-49,23,ROC,BAA,0,57,0,0,61,168,.363,0,0,0,61,168,.363,.363,85,126,.675,0,0,0,78,0,0,0,118,207
1949-50,24,ROC,NBA,0,66,0,0,98,235,.417,0,0,0,98,235,.417,.417,199,241,.826,0,0,0,71,0,0,0,113,395
