Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2002-03,29,ORL,NBA,C,62,8,783,113,296,.382,1,7,.143,112,289,.388,.383,40,58,.690,57,89,146,23,19,25,47,99,267
2003-04,30,Did Not Play(other pro leagueSpain)
2004-05,31,Did Not Play(other pro leagueSpain)
2005-06,32,PHO,NBA,C,42,0,346,63,127,.496,2,7,.286,61,120,.508,.504,13,21,.619,21,52,73,16,6,13,33,62,141
2006-07,33,PHO,NBA,C,23,0,164,23,65,.354,6,22,.273,17,43,.395,.400,8,13,.615,12,35,47,5,3,2,7,19,60
