Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1980-81,22,TOT,NBA,SG,41,0,353,52,141,.369,0,0,0,52,141,.369,.369,14,18,.778,7,26,33,45,11,6,30,33,118
1980-81,22,CLE,NBA,SG,29,0,247,38,96,.396,0,0,0,38,96,.396,.396,4,5,.800,7,17,24,35,9,5,22,24,80
1980-81,22,DAL,NBA,SG,12,0,106,14,45,.311,0,0,0,14,45,.311,.311,10,13,.769,0,9,9,10,2,1,8,9,38
