Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1994-95,24,ATL,NBA,SG,5,0,27,1,7,.143,1,6,.167,0,1,.000,.214,1,1,1.000,0,0,0,1,0,0,2,4,4
1995-96,25,Did Not Play(other pro leagueCBA)
1996-97,26,Did Not Play(other pro leagueIsrael)
1997-98,27,Did Not Play(other pro leagueUSBL)
1998-99,28,Did Not Play(other pro leagueDomincan Republic)
1999-00,29,SEA,NBA,SG,8,0,40,5,17,.294,2,7,.286,3,10,.300,.353,1,2,.500,0,1,1,0,3,0,4,2,13
