Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1951-52,23,SYR,NBA,0,12,0,118,9,43,.209,0,0,0,9,43,.209,.209,18,28,.643,0,0,24,12,0,0,0,22,36
1952-53,24,Did Not Play(other pro leagueABL)
1953-54,25,Did Not Play
1954-55,26,Did Not Play(military serviceU.S. Marine Corps)
1955-56,27,Did Not Play(military serviceU.S. Marine Corps)
1956-57,28,SYR,NBA,0,5,0,55,6,19,.316,0,0,0,6,19,.316,.316,6,7,.857,0,0,7,2,0,0,0,7,18
